sample_name	amplicon	readsout
16M6143	BRCA2_MCPV2_36	2222
16M6143	BRCA2_MCPV2_37r_1	980
16M6143	BRCA2_MCPV2_38	1987
16M6143	BRCA2_MCPV2_39	1693
16M6143	BRCA2_MCPV2_40	1204
16M6143	BRCA2_MCPV2_41	1126
16M6143	BRCA2_MCPV2_42	1099
16M6143	BRCA2_MCPV2_43	1890
16M6143	BRCA2_MCPV2_44	1392
16M6143	BRCA2_MCPV2_45r_1	1332
16M6143	BRCA2_MCPV2_46	1244
16M6143	BRCA2_MCPV2_46a	1049
16M6143	BRCA2_MCPV2_47	881
16M6143	BRCA2_MCPV2_48	2072
16M6143	BRCA2_MCPV2_49	1809
16M6143	BRCA2_MCPV2_50	1289
16M6143	BRCA2_MCPV2_51	1782
16M6143	BRCA2_MCPV2_52	1562
16M6143	BRCA2_MCPV2_53r_1	1271
16M6143	BRCA2_MCPV2_54r_1	1413
16M6143	BRCA2_MCPV2_55	1100
16M6143	BRCA2_MCPV2_56	1846
16M6143	BRCA2_MCPV2_57	706
16M6143	BRCA2_MCPV2_58	2134
16M6143	BRCA2_MCPV2_59	1927
16M6143	BRCA2_MCPV2_60	1442
16M6143	BRCA2_MCPV2_61	1504
16M6143	BRCA2_MCPV2_62	1490
16M6143	BRCA2_MCPV2_63	1551
16M6143	BRCA2_MCPV2_64	1861
16M6143	BRCA2_MCPV2_65	1777
16M6143	BRCA2_MCPV2_66	1825
16M6143	BRCA2_MCPV2_67r_1	1683
16M6143	BRCA2_MCPV2_68	1183
16M6143	BRCA2_MCPV2_69	1737
16M6143	BRCA2_MCPV2_70r_1	1860
16M6143	BRCA2_MCPV2_71	1338
16M6143	BRCA2_MCPV2_72	1797
16M6143	BRCA2_MCPV2_73	1553
16M6143	BRCA2_MCPV2_74	1832
16M6143	BRCA2_MCPV2_75	1844
16M6143	BRCA2_MCPV2_76	2043
16M6143	BRCA2_MCPV2_77r_2	386
16M6143	BRCA2_MCPV2_78	543
16M6143	BRCA2_MCPV2_79	1751
16M6143	BRCA2_MCPV2_80	790
16M6143	BRCA2_MCPV2_81	2076
16M6143	BRCA2_MCPV2_82	1809
16M6143	BRCA2_MCPV2_83	1413
16M6143	BRCA2_MCPV2_84r_1	1567
16M6143	BRCA2_MCPV2_85	1977
16M6143	BRCA2_MCPV2_86	1341
16M6143	BRCA2_MCPV2_87r_1	1219
16M6143	BRCA2_MCPV2_88	1308
16M6143	BRCA2_MCPV2_89	1531
16M6143	BRCA2_MCPV2_90	497
16M6143	BRCA2_MCPV2_91	1519
16M6143	BRCA2_MCPV2_92	1422
16M6143	BRCA2_MCPV2_93	1473
16M6143	BRCA2_MCPV2_94	1376
16M6143	BRCA2_MCPV2_95	1990
16M6143	BRCA2_MCPV2_96r_1	1608
16M6143	BRCA2_MCPV2_97	1417
16M6143	BRCA2_MCPV2_98r_1	1291
16M6143	BRCA2_MCPV2_99	884
16M6143	BRCA2_MCPV2_100r_1	1368
16M6143	BRCA2_MCPV2_101	497
16M6143	BRCA2_MCPV2_102	1784
16M6143	BRCA2_MCPV2_103	1194
16M6143	BRCA2_MCPV2_104	1424
16M6143	BRCA2_MCPV2_105	1463
16M6143	BRCA2_MCPV2_106	1688
16M6143	BRCA2_MCPV2_107	2237
16M6143	BRCA2_MCPV2_108	2147
16M6143	BRCA2_MCPV2_109	1541
16M6143	BRCA2_MCPV2_110	1461
16M6143	BRCA2_MCPV2_111	2032
16M6143	BRCA2_MCPV2_112r_1	2799
16M6143	BRCA2_MCPV2_113	1356
16M6143	BRCA2_MCPV2_114	2635
16M6143	BRCA2_MCPV2_115	2711
16M6143	BRCA2_MCPV2_116	1813
16M6143	BRCA2_MCPV2_117	1502
16M6143	BRCA2_MCPV2_118r_1	923
16M6143	BRCA2_MCPV2_119	1033
16M6143	BRCA2_MCPV2_120	1587
16M6143	BRCA2_MCPV2_121	1342
16M6143	Off_target_13_BRCA1_18	1
16M6143	TP53_MCPV2_1	2657
16M6143	TP53_MCPV2_2r_1	2622
16M6143	TP53_MCPV2_3	1471
16M6143	TP53_MCPV2_4r_1	1684
16M6143	TP53_MCPV2_5r_1	1821
16M6143	TP53_MCPV2_6	2011
16M6143	TP53_MCPV2_8	2067
16M6143	TP53_MCPV2_9	1649
16M6143	TP53_MCPV2_10	1846
16M6143	TP53_MCPV2_11r_1	1439
16M6143	TP53_MCPV2_12	2382
16M6143	TP53_MCPV2_13	1535
16M6143	TP53_MCPV2_14	1252
16M6143	TP53_MCPV2_15	1281
16M6143	TP53_MCPV2_16	1389
16M6143	TP53_MCPV2_17	1070
16M6143	TP53_MCPV2_18	2380
16M6143	TP53_MCPV2_19	1124
16M6143	TP53_MCPV2_20	1335
16M6143	TP53_MCPV2_21	1446
16M6143	BRCA1_MCPV2_1	1004
16M6143	BRCA1_MCPV2_2	1668
16M6143	BRCA1_MCPV2_3	1794
16M6143	BRCA1_MCPV2_4	2032
16M6143	BRCA1_MCPV2_5	1690
16M6143	BRCA1_MCPV2_6	2076
16M6143	BRCA1_MCPV2_8	1645
16M6143	BRCA1_MCPV2_9	1029
16M6143	BRCA1_MCPV2_10	1847
16M6143	BRCA1_MCPV2_11	1626
16M6143	BRCA1_MCPV2_12	1224
16M6143	BRCA1_MCPV2_13	1517
16M6143	BRCA1_MCPV2_14	1827
16M6143	BRCA1_MCPV2_15	1403
16M6143	BRCA1_MCPV2_16	1657
16M6143	BRCA1_MCPV2_17	1131
16M6143	BRCA1_MCPV2_18	1665
16M6143	BRCA1_MCPV2_19	1556
16M6143	BRCA1_MCPV2_20	1396
16M6143	BRCA1_MCPV2_21	2212
16M6143	BRCA1_MCPV2_22	1707
16M6143	BRCA1_MCPV2_23	1641
16M6143	BRCA1_MCPV2_24	1389
16M6143	BRCA1_MCPV2_25	1669
16M6143	BRCA1_MCPV2_26	1881
16M6143	BRCA1_MCPV2_27	1037
16M6143	BRCA1_MCPV2_28	1633
16M6143	BRCA1_MCPV2_29	1592
16M6143	BRCA1_MCPV2_30	1410
16M6143	BRCA1_MCPV2_31	1552
16M6143	BRCA1_MCPV2_32	1268
16M6143	BRCA1_MCPV2_33	1785
16M6143	BRCA1_MCPV2_34	1398
16M6143	BRCA1_MCPV2_35	1755
16M6143	BRCA1_MCPV2_36	2016
16M6143	BRCA1_MCPV2_37	1644
16M6143	BRCA1_MCPV2_38	1751
16M6143	BRCA1_MCPV2_39	1930
16M6143	BRCA1_MCPV2_40	1638
16M6143	BRCA1_MCPV2_41	559
16M6143	BRCA1_MCPV2_42	1822
16M6143	BRCA1_MCPV2_43	1398
16M6143	BRCA1_MCPV2_44	1492
16M6143	BRCA1_MCPV2_45r_1	1413
16M6143	BRCA1_MCPV2_46	2087
16M6143	BRCA1_MCPV2_47	1757
16M6143	BRCA1_MCPV2_48	2046
16M6143	BRCA1_MCPV2_49	1852
16M6143	BRCA1_MCPV2_50	2258
16M6143	BRCA1_MCPV2_51	2023
16M6143	BRCA1_MCPV2_52	1891
16M6143	BRCA1_MCPV2_53	1655
16M6143	BRCA1_MCPV2_54	1704
16M6143	BRCA1_MCPV2_55	1890
16M6143	BRCA1_MCPV2_56r_1	592
16M6143	BRCA1_MCPV2_57	3428
16M6143	BRCA1_MCPV2_58	1085
16M6143	BRCA1_MCPV2_59	1871
16M6143	BRCA1_MCPV2_60	1557
16M6143	BRCA1_MCPV2_61	1107
16M6143	BRCA1_MCPV2_62r_2	2777
16M6143	BRCA1_MCPV2_62r_2_2	1013
16M6143	BRCA1_MCPV2_64	1383
16M6143	BRCA1_MCPV2_66r_1	1311
16M6143	Off_target_BRCA1_66r1	1525
16M6143	Off_target_20_BRCA1_18	0
16M6145	Off_target_2_BRCA1_18	0
16M6145	Off_target_6_BRCA1_18	0
16M6145	Off_target_9_PTEN_9_5	325
16M6145	Off_target_9_PTEN_5_2	462
16M6145	PTEN_1_1	1548
16M6145	PTEN_1_2	1400
16M6145	PTEN_2_1	818
16M6145	PTEN_2_2	1587
16M6145	PTEN_3_1	796
16M6145	PTEN_4_1	1340
16M6145	PTEN_4_2	1690
16M6145	PTEN_5_1	1820
16M6145	PTEN_5_2	1250
16M6145	PTEN_5_3	1630
16M6145	PTEN_6_1	1613
16M6145	PTEN_6_2	1327
16M6145	PTEN_6_3r_1	1676
16M6145	PTEN_7_1	1344
16M6145	PTEN_7_2	1452
16M6145	PTEN_7_3	1974
16M6145	PTEN_8_1	1404
16M6145	PTEN_8_2	1682
16M6145	PTEN_8_3	1679
16M6145	PTEN_9_2	1289
16M6145	PTEN_9_3	911
16M6145	PTEN_9_4	2092
16M6145	PTEN_9_5	1096
16M6145	BRCA2_MCPV2_1	1274
16M6145	BRCA2_MCPV2_2	1502
16M6145	BRCA2_MCPV2_3	1555
16M6145	BRCA2_MCPV2_4	1905
16M6145	BRCA2_MCPV2_5	1394
16M6145	BRCA2_MCPV2_6r_2	740
16M6145	BRCA2_MCPV2_7	1838
16M6145	BRCA2_MCPV2_8	1343
16M6145	BRCA2_MCPV2_9	2191
16M6145	BRCA2_MCPV2_10	2187
16M6145	BRCA2_MCPV2_11	1209
16M6145	BRCA2_MCPV2_12	619
16M6145	BRCA2_MCPV2_13	1186
16M6145	BRCA2_MCPV2_14	1194
16M6145	BRCA2_MCPV2_15	1716
16M6145	BRCA2_MCPV2_16	1508
16M6145	BRCA2_MCPV2_17	2433
16M6145	BRCA2_MCPV2_18	1393
16M6145	BRCA2_MCPV2_19	1464
16M6145	BRCA2_MCPV2_20	1520
16M6145	BRCA2_MCPV2_21	1697
16M6145	BRCA2_MCPV2_22	1233
16M6145	BRCA2_MCPV2_23	1332
16M6145	BRCA2_MCPV2_24r_1	1382
16M6145	BRCA2_MCPV2_25	1033
16M6145	BRCA2_MCPV2_26	1751
16M6145	BRCA2_MCPV2_27	1373
16M6145	BRCA2_MCPV2_28	1221
16M6145	BRCA2_MCPV2_29	1550
16M6145	BRCA2_MCPV2_30	1277
16M6145	BRCA2_MCPV2_31	1379
16M6145	BRCA2_MCPV2_32	1518
16M6145	BRCA2_MCPV2_33	1623
16M6145	BRCA2_MCPV2_34	1246
16M6145	BRCA2_MCPV2_35	1523
16M6145	BRCA2_MCPV2_36	1993
16M6145	BRCA2_MCPV2_37r_1	829
16M6145	BRCA2_MCPV2_38	1622
16M6145	BRCA2_MCPV2_39	1585
16M6145	BRCA2_MCPV2_40	1338
16M6145	BRCA2_MCPV2_41	944
16M6145	BRCA2_MCPV2_42	921
16M6145	BRCA2_MCPV2_43	1683
16M6145	BRCA2_MCPV2_44	1182
16M6145	BRCA2_MCPV2_45r_1	1163
16M6145	BRCA2_MCPV2_46	1131
16M6145	BRCA2_MCPV2_46a	856
16M6145	BRCA2_MCPV2_47	724
16M6145	BRCA2_MCPV2_48	1986
16M6145	BRCA2_MCPV2_49	1727
16M6145	BRCA2_MCPV2_50	1208
16M6145	BRCA2_MCPV2_51	1587
16M6145	BRCA2_MCPV2_52	1364
16M6145	BRCA2_MCPV2_53r_1	1120
16M6145	BRCA2_MCPV2_54r_1	1329
16M6145	BRCA2_MCPV2_55	868
16M6145	BRCA2_MCPV2_56	1755
16M6145	BRCA2_MCPV2_57	601
16M6145	BRCA2_MCPV2_58	1916
16M6145	BRCA2_MCPV2_59	1689
16M6145	BRCA2_MCPV2_60	1281
16M6145	BRCA2_MCPV2_61	1401
16M6145	BRCA2_MCPV2_62	1320
16M6145	BRCA2_MCPV2_63	1325
16M6145	BRCA2_MCPV2_64	1652
16M6145	BRCA2_MCPV2_65	1602
16M6145	BRCA2_MCPV2_66	1492
16M6145	BRCA2_MCPV2_67r_1	1384
16M6145	BRCA2_MCPV2_68	1173
16M6145	BRCA2_MCPV2_69	1423
16M6145	BRCA2_MCPV2_70r_1	1689
16M6145	BRCA2_MCPV2_71	1020
16M6145	BRCA2_MCPV2_72	1586
16M6145	BRCA2_MCPV2_73	1335
16M6145	BRCA2_MCPV2_74	1756
16M6145	BRCA2_MCPV2_75	1584
16M6145	BRCA2_MCPV2_76	1849
16M6145	BRCA2_MCPV2_77r_2	351
16M6145	BRCA2_MCPV2_78	434
16M6145	BRCA2_MCPV2_79	1622
16M6145	BRCA2_MCPV2_80	869
16M6145	BRCA2_MCPV2_81	1867
16M6145	BRCA2_MCPV2_82	1601
16M6145	BRCA2_MCPV2_83	1250
16M6145	BRCA2_MCPV2_84r_1	1362
16M6145	BRCA2_MCPV2_85	1913
16M6145	BRCA2_MCPV2_86	1227
16M6145	BRCA2_MCPV2_87r_1	1104
16M6145	BRCA2_MCPV2_88	1249
16M6145	BRCA2_MCPV2_89	1377
16M6145	BRCA2_MCPV2_90	465
16M6145	BRCA2_MCPV2_91	1277
16M6145	BRCA2_MCPV2_92	1233
16M6145	BRCA2_MCPV2_93	1514
16M6145	BRCA2_MCPV2_94	1178
16M6145	BRCA2_MCPV2_95	1581
16M6145	BRCA2_MCPV2_96r_1	1432
16M6145	BRCA2_MCPV2_97	1238
16M6145	BRCA2_MCPV2_98r_1	1059
16M6145	BRCA2_MCPV2_99	836
16M6145	BRCA2_MCPV2_100r_1	1081
16M6145	BRCA2_MCPV2_101	468
16M6145	BRCA2_MCPV2_102	1656
16M6145	BRCA2_MCPV2_103	1058
16M6145	BRCA2_MCPV2_104	1122
16M6145	BRCA2_MCPV2_105	1488
16M6145	BRCA2_MCPV2_106	1485
16M6145	BRCA2_MCPV2_107	2035
16M6145	BRCA2_MCPV2_108	1734
16M6145	BRCA2_MCPV2_109	1411
16M6145	BRCA2_MCPV2_110	1225
16M6145	BRCA2_MCPV2_111	1721
16M6145	BRCA2_MCPV2_112r_1	2228
16M6145	BRCA2_MCPV2_113	1246
16M6145	BRCA2_MCPV2_114	2144
16M6145	BRCA2_MCPV2_115	2370
16M6145	BRCA2_MCPV2_116	1601
16M6145	BRCA2_MCPV2_117	1353
16M6145	BRCA2_MCPV2_118r_1	807
16M6145	BRCA2_MCPV2_119	919
16M6145	BRCA2_MCPV2_120	1487
16M6145	BRCA2_MCPV2_121	1255
16M6145	Off_target_13_BRCA1_18	2
16M6145	TP53_MCPV2_1	2454
16M6145	TP53_MCPV2_2r_1	2008
16M6145	TP53_MCPV2_3	1381
16M6145	TP53_MCPV2_4r_1	1448
16M6145	TP53_MCPV2_5r_1	1621
16M6145	TP53_MCPV2_6	1846
16M6145	TP53_MCPV2_8	1875
16M6145	TP53_MCPV2_9	1443
16M6145	TP53_MCPV2_10	2072
16M6145	TP53_MCPV2_11r_1	1612
16M6145	TP53_MCPV2_12	2415
16M6145	TP53_MCPV2_13	1507
16M6145	TP53_MCPV2_14	1235
16M6145	TP53_MCPV2_15	1552
16M6145	TP53_MCPV2_16	1346
16M6145	TP53_MCPV2_17	1093
16M6145	TP53_MCPV2_18	2392
16M6145	TP53_MCPV2_19	1072
16M6145	TP53_MCPV2_20	1101
16M6145	TP53_MCPV2_21	1343
16M6145	BRCA1_MCPV2_1	987
16M6145	BRCA1_MCPV2_2	1413
16M6145	BRCA1_MCPV2_3	1556
16M6145	BRCA1_MCPV2_4	1839
16M6145	BRCA1_MCPV2_5	1095
16M6145	BRCA1_MCPV2_6	1770
16M6145	BRCA1_MCPV2_8	1472
16M6145	BRCA1_MCPV2_9	884
16M6145	BRCA1_MCPV2_10	1673
16M6145	BRCA1_MCPV2_11	1268
16M6145	BRCA1_MCPV2_12	1244
16M6145	BRCA1_MCPV2_13	1485
16M6145	BRCA1_MCPV2_14	1624
16M6145	BRCA1_MCPV2_15	1292
16M6145	BRCA1_MCPV2_16	1439
16M6145	BRCA1_MCPV2_17	937
16M6145	BRCA1_MCPV2_18	1494
16M6145	BRCA1_MCPV2_19	1493
16M6145	BRCA1_MCPV2_20	1245
16M6145	BRCA1_MCPV2_21	1891
16M6145	BRCA1_MCPV2_22	1386
16M6145	BRCA1_MCPV2_23	1396
16M6145	BRCA1_MCPV2_24	1279
16M6145	BRCA1_MCPV2_25	1533
16M6145	BRCA1_MCPV2_26	1521
16M6145	BRCA1_MCPV2_27	1084
16M6145	BRCA1_MCPV2_28	1431
16M6145	BRCA1_MCPV2_29	1439
16M6145	BRCA1_MCPV2_30	1257
16M6145	BRCA1_MCPV2_31	1438
16M6145	BRCA1_MCPV2_32	1086
16M6145	BRCA1_MCPV2_33	1618
16M6145	BRCA1_MCPV2_34	1313
16M6145	BRCA1_MCPV2_35	1532
16M6145	BRCA1_MCPV2_36	1829
16M6145	BRCA1_MCPV2_37	1522
16M6145	BRCA1_MCPV2_38	1614
16M6145	BRCA1_MCPV2_39	1566
16M6145	BRCA1_MCPV2_40	1505
16M6145	BRCA1_MCPV2_41	500
16M6145	BRCA1_MCPV2_42	1703
16M6145	BRCA1_MCPV2_43	1326
16M6145	BRCA1_MCPV2_44	1456
16M6145	BRCA1_MCPV2_45r_1	1408
16M6145	BRCA1_MCPV2_46	1818
16M6145	BRCA1_MCPV2_47	1494
16M6145	BRCA1_MCPV2_48	1722
16M6145	BRCA1_MCPV2_49	1685
16M6145	BRCA1_MCPV2_50	1822
16M6145	BRCA1_MCPV2_51	1753
16M6145	BRCA1_MCPV2_52	1748
16M6145	BRCA1_MCPV2_53	1872
16M6145	BRCA1_MCPV2_54	1744
16M6145	BRCA1_MCPV2_55	1612
16M6145	BRCA1_MCPV2_56r_1	492
16M6145	BRCA1_MCPV2_57	2821
16M6145	BRCA1_MCPV2_58	1105
16M6145	BRCA1_MCPV2_59	1488
16M6145	BRCA1_MCPV2_60	1326
16M6145	BRCA1_MCPV2_61	1063
16M6145	BRCA1_MCPV2_62r_2	2431
16M6145	BRCA1_MCPV2_62r_2_2	855
16M6145	BRCA1_MCPV2_64	1205
16M6145	BRCA1_MCPV2_66r_1	1376
16M6145	Off_target_BRCA1_66r1	1382
16M6145	Off_target_20_BRCA1_18	0
16M6155	Off_target_2_BRCA1_18	0
16M6155	Off_target_6_BRCA1_18	0
16M6155	Off_target_9_PTEN_9_5	316
16M6155	Off_target_9_PTEN_5_2	231
16M6155	PTEN_1_1	1430
16M6155	PTEN_1_2	1380
16M6155	PTEN_2_1	739
16M6155	PTEN_2_2	1340
16M6155	PTEN_3_1	725
16M6155	PTEN_4_1	1047
16M6155	PTEN_4_2	1415
16M6155	PTEN_5_1	1396
16M6155	PTEN_5_2	1197
16M6155	PTEN_5_3	1455
16M6155	PTEN_6_1	1454
16M6155	PTEN_6_2	1114
16M6155	PTEN_6_3r_1	1503
16M6155	PTEN_7_1	1110
16M6155	PTEN_7_2	1352
16M6155	PTEN_7_3	1903
16M6155	PTEN_8_1	1269
16M6155	PTEN_8_2	1473
16M6155	PTEN_8_3	1499
16M6155	PTEN_9_2	1195
16M6155	PTEN_9_3	851
16M6155	PTEN_9_4	1858
16M6155	PTEN_9_5	881
16M6155	BRCA2_MCPV2_1	1171
16M6155	BRCA2_MCPV2_2	1365
16M6155	BRCA2_MCPV2_3	1362
16M6155	BRCA2_MCPV2_4	1597
16M6155	BRCA2_MCPV2_5	1078
16M6155	BRCA2_MCPV2_6r_2	605
16M6155	BRCA2_MCPV2_7	1601
16M6155	BRCA2_MCPV2_8	1146
16M6155	BRCA2_MCPV2_9	1938
16M6155	BRCA2_MCPV2_10	1902
16M6155	BRCA2_MCPV2_11	1099
16M6155	BRCA2_MCPV2_12	567
16M6155	BRCA2_MCPV2_13	1130
16M6155	BRCA2_MCPV2_14	1049
16M6155	BRCA2_MCPV2_15	1454
16M6155	BRCA2_MCPV2_16	1240
16M6155	BRCA2_MCPV2_17	1850
16M6155	BRCA2_MCPV2_18	1170
16M6155	BRCA2_MCPV2_19	1328
16M6155	BRCA2_MCPV2_20	1209
16M6155	BRCA2_MCPV2_21	1356
16M6155	BRCA2_MCPV2_22	1089
16M6155	BRCA2_MCPV2_23	1139
16M6155	BRCA2_MCPV2_24r_1	1275
16M6155	BRCA2_MCPV2_25	896
16M6155	BRCA2_MCPV2_26	1548
16M6155	BRCA2_MCPV2_27	1148
16M6155	BRCA2_MCPV2_28	1102
16M6155	BRCA2_MCPV2_29	1137
16M6155	BRCA2_MCPV2_30	1176
16M6155	BRCA2_MCPV2_31	1269
16M6155	BRCA2_MCPV2_32	1353
16M6155	BRCA2_MCPV2_33	1278
16M6155	BRCA2_MCPV2_34	1009
16M6155	BRCA2_MCPV2_35	1244
16M6155	BRCA2_MCPV2_36	1637
16M6155	BRCA2_MCPV2_37r_1	746
16M6155	BRCA2_MCPV2_38	1444
16M6155	BRCA2_MCPV2_39	1474
16M6155	BRCA2_MCPV2_40	1467
16M6155	BRCA2_MCPV2_41	858
16M6155	BRCA2_MCPV2_42	959
16M6155	BRCA2_MCPV2_43	1443
16M6155	BRCA2_MCPV2_44	1050
16M6155	BRCA2_MCPV2_45r_1	960
16M6155	BRCA2_MCPV2_46	884
16M6155	BRCA2_MCPV2_46a	648
16M6155	BRCA2_MCPV2_47	636
16M6155	BRCA2_MCPV2_48	1658
16M6155	BRCA2_MCPV2_49	1429
16M6155	BRCA2_MCPV2_50	995
16M6155	BRCA2_MCPV2_51	1399
16M6155	BRCA2_MCPV2_52	1056
16M6155	BRCA2_MCPV2_53r_1	1007
16M6155	BRCA2_MCPV2_54r_1	1243
16M6155	BRCA2_MCPV2_55	755
16M6155	BRCA2_MCPV2_56	1477
16M6155	BRCA2_MCPV2_57	542
16M6155	BRCA2_MCPV2_58	1546
16M6155	BRCA2_MCPV2_59	1400
16M6155	BRCA2_MCPV2_60	1095
16M6155	BRCA2_MCPV2_61	1184
16M6155	BRCA2_MCPV2_62	1137
16M6155	BRCA2_MCPV2_63	1118
16M6155	BRCA2_MCPV2_64	1487
16M6155	BRCA2_MCPV2_65	1286
16M6155	BRCA2_MCPV2_66	1260
16M6155	BRCA2_MCPV2_67r_1	1233
16M6155	BRCA2_MCPV2_68	994
16M6155	BRCA2_MCPV2_69	1314
16M6155	BRCA2_MCPV2_70r_1	1347
16M6155	BRCA2_MCPV2_71	849
16M6155	BRCA2_MCPV2_72	1258
16M6155	BRCA2_MCPV2_73	1180
16M6155	BRCA2_MCPV2_74	1391
16M6155	BRCA2_MCPV2_75	1394
16M6155	BRCA2_MCPV2_76	1582
16M6155	BRCA2_MCPV2_77r_2	310
16M6155	BRCA2_MCPV2_78	361
16M6155	BRCA2_MCPV2_79	1468
16M6155	BRCA2_MCPV2_80	673
16M6155	BRCA2_MCPV2_81	1370
16M6155	BRCA2_MCPV2_82	1349
16M6155	BRCA2_MCPV2_83	1144
16M6155	BRCA2_MCPV2_84r_1	1141
16M6155	BRCA2_MCPV2_85	1480
16M6155	BRCA2_MCPV2_86	1081
16M6155	BRCA2_MCPV2_87r_1	958
16M6155	BRCA2_MCPV2_88	1110
16M6155	BRCA2_MCPV2_89	1112
16M6155	BRCA2_MCPV2_90	386
16M6155	BRCA2_MCPV2_91	1201
16M6155	BRCA2_MCPV2_92	1285
16M6155	BRCA2_MCPV2_93	1234
16M6155	BRCA2_MCPV2_94	1041
16M6155	BRCA2_MCPV2_95	1525
16M6155	BRCA2_MCPV2_96r_1	1189
16M6155	BRCA2_MCPV2_97	1194
16M6155	BRCA2_MCPV2_98r_1	1026
16M6155	BRCA2_MCPV2_99	740
16M6155	BRCA2_MCPV2_100r_1	956
16M6155	BRCA2_MCPV2_101	388
16M6155	BRCA2_MCPV2_102	1627
16M6155	BRCA2_MCPV2_103	880
16M6155	BRCA2_MCPV2_104	1024
16M6155	BRCA2_MCPV2_105	1248
16M6155	BRCA2_MCPV2_106	1349
16M6155	BRCA2_MCPV2_107	1764
16M6155	BRCA2_MCPV2_108	1658
16M6155	BRCA2_MCPV2_109	1286
16M6155	BRCA2_MCPV2_110	1071
16M6155	BRCA2_MCPV2_111	1466
16M6155	BRCA2_MCPV2_112r_1	2079
16M6155	BRCA2_MCPV2_113	1097
16M6155	BRCA2_MCPV2_114	1948
16M6155	BRCA2_MCPV2_115	2064
16M6155	BRCA2_MCPV2_116	1459
16M6155	BRCA2_MCPV2_117	1094
16M6155	BRCA2_MCPV2_118r_1	722
16M6155	BRCA2_MCPV2_119	785
16M6155	BRCA2_MCPV2_120	1221
16M6155	BRCA2_MCPV2_121	1085
16M6155	Off_target_13_BRCA1_18	4
16M6155	TP53_MCPV2_1	2080
16M6155	TP53_MCPV2_2r_1	2129
16M6155	TP53_MCPV2_3	1173
16M6155	TP53_MCPV2_4r_1	1349
16M6155	TP53_MCPV2_5r_1	1523
16M6155	TP53_MCPV2_6	1770
16M6155	TP53_MCPV2_8	1413
16M6155	TP53_MCPV2_9	1200
16M6155	TP53_MCPV2_10	1545
16M6155	TP53_MCPV2_11r_1	1205
16M6155	TP53_MCPV2_12	2199
16M6155	TP53_MCPV2_13	1331
16M6155	TP53_MCPV2_14	1188
16M6155	TP53_MCPV2_15	1235
16M6155	TP53_MCPV2_16	1001
16M6155	TP53_MCPV2_17	1021
16M6155	TP53_MCPV2_18	2328
16M6155	TP53_MCPV2_19	951
16M6155	TP53_MCPV2_20	952
16M6155	TP53_MCPV2_21	1339
16M6155	BRCA1_MCPV2_1	926
16M6155	BRCA1_MCPV2_2	1332
16M6155	BRCA1_MCPV2_3	1306
16M6155	BRCA1_MCPV2_4	1578
16M6155	BRCA1_MCPV2_5	1380
16M6155	BRCA1_MCPV2_6	1512
16M6155	BRCA1_MCPV2_8	1298
16M6155	BRCA1_MCPV2_9	826
16M6155	BRCA1_MCPV2_10	1509
16M6155	BRCA1_MCPV2_11	1237
16M6155	BRCA1_MCPV2_12	956
16M6155	BRCA1_MCPV2_13	1216
16M6155	BRCA1_MCPV2_14	1560
16M6155	BRCA1_MCPV2_15	609
16M6155	BRCA1_MCPV2_16	1271
16M6155	BRCA1_MCPV2_17	794
16M6155	BRCA1_MCPV2_18	1470
16M6155	BRCA1_MCPV2_19	1238
16M6155	BRCA1_MCPV2_20	1253
16M6155	BRCA1_MCPV2_21	1655
16M6155	BRCA1_MCPV2_22	1267
16M6155	BRCA1_MCPV2_23	1298
16M6155	BRCA1_MCPV2_24	1087
16M6155	BRCA1_MCPV2_25	1570
16M6155	BRCA1_MCPV2_26	1403
16M6155	BRCA1_MCPV2_27	947
16M6155	BRCA1_MCPV2_28	1240
16M6155	BRCA1_MCPV2_29	1082
16M6155	BRCA1_MCPV2_30	988
16M6155	BRCA1_MCPV2_31	1198
16M6155	BRCA1_MCPV2_32	884
16M6155	BRCA1_MCPV2_33	1351
16M6155	BRCA1_MCPV2_34	1120
16M6155	BRCA1_MCPV2_35	1291
16M6155	BRCA1_MCPV2_36	1506
16M6155	BRCA1_MCPV2_37	1354
16M6155	BRCA1_MCPV2_38	1547
16M6155	BRCA1_MCPV2_39	1392
16M6155	BRCA1_MCPV2_40	1448
16M6155	BRCA1_MCPV2_41	525
16M6155	BRCA1_MCPV2_42	1513
16M6155	BRCA1_MCPV2_43	1110
16M6155	BRCA1_MCPV2_44	1343
16M6155	BRCA1_MCPV2_45r_1	1099
16M6155	BRCA1_MCPV2_46	1467
16M6155	BRCA1_MCPV2_47	1301
16M6155	BRCA1_MCPV2_48	1584
16M6155	BRCA1_MCPV2_49	1420
16M6155	BRCA1_MCPV2_50	1612
16M6155	BRCA1_MCPV2_51	1629
16M6155	BRCA1_MCPV2_52	1617
16M6155	BRCA1_MCPV2_53	1370
16M6155	BRCA1_MCPV2_54	1497
16M6155	BRCA1_MCPV2_55	1618
16M6155	BRCA1_MCPV2_56r_1	465
16M6155	BRCA1_MCPV2_57	2541
16M6155	BRCA1_MCPV2_58	1045
16M6155	BRCA1_MCPV2_59	1164
16M6155	BRCA1_MCPV2_60	1102
16M6155	BRCA1_MCPV2_61	983
16M6155	BRCA1_MCPV2_62r_2	1902
16M6155	BRCA1_MCPV2_62r_2_2	716
16M6155	BRCA1_MCPV2_64	1174
16M6155	BRCA1_MCPV2_66r_1	985
