datestamp	timestamp	runtime	type	seqrun	sample	stage	elapsed	description	attributes
160822	11:53:52.52	9.010	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5497	mp_checkVcf	44.819	Finished stage mp_checkVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_checkVcf [3], stage:mp_checkVcf, title:Terminate branch of no variants, author:Ken Doig, stgdesc:Check a VCF and terminate branch with success if no variants, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5497, commands:numvar=`grep -v '#' /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5497/CAN/16M5497.Canary.vcf | wc -l`;                     [ -s /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5497/CAN/16M5497.Canary.vcf -a $numvar -gt 0 ], seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5497, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:53:52 AEST 2016, elapsed:44.819]
160822	11:53:52.52	9.011	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5497	mp_splitAllele	null	Starting stage mp_splitAllele [3]	[type:STAGE_STARTED, desc:Starting stage mp_splitAllele [3], stage:mp_splitAllele, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5497]
160822	11:53:59.59	9.131	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5040	mp_checkVcf	37.644	Finished stage mp_checkVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_checkVcf [3], stage:mp_checkVcf, title:Terminate branch of no variants, author:Ken Doig, stgdesc:Check a VCF and terminate branch with success if no variants, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5040, commands:numvar=`grep -v '#' /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5040/CAN/16M5040.Canary.vcf | wc -l`;                     [ -s /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5040/CAN/16M5040.Canary.vcf -a $numvar -gt 0 ], seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5040, start:Mon Aug 22 11:53:21 AEST 2016, end:Mon Aug 22 11:53:59 AEST 2016, elapsed:37.644]
160822	11:53:59.59	9.132	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5040	mp_splitAllele	null	Starting stage mp_splitAllele [3]	[type:STAGE_STARTED, desc:Starting stage mp_splitAllele [3], stage:mp_splitAllele, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5040]
160822	11:54:00.00	9.144	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5486	mp_splitAllele	52.803	Finished stage mp_splitAllele [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [3], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5486, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5486/CAN/16M5486.Canary.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5486/CAN/16M5486.Canary.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5486, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:00 AEST 2016, elapsed:52.803]
160822	11:54:00.00	9.145	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5486	mp_normVcf	null	Starting stage mp_normVcf [3]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [3], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5486]
160822	11:54:00.00	9.150	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5470	mp_splitAllele	53.162	Finished stage mp_splitAllele [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [3], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5470, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5470/CAN/16M5470.Canary.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5470/CAN/16M5470.Canary.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5470, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:00 AEST 2016, elapsed:53.162]
160822	11:54:00.00	9.151	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5470	mp_normVcf	null	Starting stage mp_normVcf [3]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [3], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5470]
160822	11:54:01.01	9.159	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5555	mp_splitAllele	53.711	Finished stage mp_splitAllele [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [3], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5555, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5555/CAN/16M5555.Canary.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5555/CAN/16M5555.Canary.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5555, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:01 AEST 2016, elapsed:53.711]
160822	11:54:01.01	9.161	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5555	mp_normVcf	null	Starting stage mp_normVcf [3]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [3], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5555]
160822	11:54:01.01	9.173	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5521	mp_splitAllele	54.556	Finished stage mp_splitAllele [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [3], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5521, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5521/CAN/16M5521.Canary.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5521/CAN/16M5521.Canary.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5521, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:01 AEST 2016, elapsed:54.556]
160822	11:54:01.01	9.174	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5521	mp_normVcf	null	Starting stage mp_normVcf [3]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [3], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5521]
160822	11:54:02.02	9.183	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M3144	mp_splitAllele	55.175	Finished stage mp_splitAllele [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [3], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M3144, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M3144/CAN/16M3144.Canary.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M3144/CAN/16M3144.Canary.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M3144, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:02 AEST 2016, elapsed:55.175]
160822	11:54:02.02	9.184	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M3144	mp_normVcf	null	Starting stage mp_normVcf [3]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [3], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M3144]
160822	11:54:04.04	9.208	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5465	mp_normVcf	56.694	Finished stage mp_normVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [3], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5465, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5465/CAN/16M5465.Canary.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5465/CAN/16M5465.Canary.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5465, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:04 AEST 2016, elapsed:56.694]
160822	11:54:04.04	9.213	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5518	mp_align	null	Starting stage mp_align [2]	[type:STAGE_STARTED, desc:Starting stage mp_align [2], stage:mp_align, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5518]
160822	11:54:04.04	9.223	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5447	mp_checkVcf	20.323	Finished stage mp_checkVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_checkVcf [3], stage:mp_checkVcf, title:Terminate branch of no variants, author:Ken Doig, stgdesc:Check a VCF and terminate branch with success if no variants, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5447, commands:numvar=`grep -v '#' /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5447/CAN/16M5447.Canary.vcf | wc -l`;                     [ -s /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5447/CAN/16M5447.Canary.vcf -a $numvar -gt 0 ], seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5447, start:Mon Aug 22 11:53:44 AEST 2016, end:Mon Aug 22 11:54:04 AEST 2016, elapsed:20.323]
160822	11:54:04.04	9.224	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5447	mp_splitAllele	null	Starting stage mp_splitAllele [3]	[type:STAGE_STARTED, desc:Starting stage mp_splitAllele [3], stage:mp_splitAllele, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5447]
160822	11:54:05.05	9.232	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5489	mp_checkVcf	31.729	Finished stage mp_checkVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_checkVcf [3], stage:mp_checkVcf, title:Terminate branch of no variants, author:Ken Doig, stgdesc:Check a VCF and terminate branch with success if no variants, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5489, commands:numvar=`grep -v '#' /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5489/CAN/16M5489.Canary.vcf | wc -l`;                     [ -s /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5489/CAN/16M5489.Canary.vcf -a $numvar -gt 0 ], seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5489, start:Mon Aug 22 11:53:33 AEST 2016, end:Mon Aug 22 11:54:05 AEST 2016, elapsed:31.729]
160822	11:54:05.05	9.233	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5489	mp_splitAllele	null	Starting stage mp_splitAllele [3]	[type:STAGE_STARTED, desc:Starting stage mp_splitAllele [3], stage:mp_splitAllele, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5489]
160822	11:54:06.06	9.241	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5446	mp_checkVcf	32.276	Finished stage mp_checkVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_checkVcf [3], stage:mp_checkVcf, title:Terminate branch of no variants, author:Ken Doig, stgdesc:Check a VCF and terminate branch with success if no variants, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5446, commands:numvar=`grep -v '#' /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5446/CAN/16M5446.Canary.vcf | wc -l`;                     [ -s /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5446/CAN/16M5446.Canary.vcf -a $numvar -gt 0 ], seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5446, start:Mon Aug 22 11:53:33 AEST 2016, end:Mon Aug 22 11:54:06 AEST 2016, elapsed:32.276]
160822	11:54:06.06	9.242	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5446	mp_splitAllele	null	Starting stage mp_splitAllele [3]	[type:STAGE_STARTED, desc:Starting stage mp_splitAllele [3], stage:mp_splitAllele, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5446]
160822	11:54:06.06	9.254	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	12M2120	mp_checkVcf	22.218	Finished stage mp_checkVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_checkVcf [3], stage:mp_checkVcf, title:Terminate branch of no variants, author:Ken Doig, stgdesc:Check a VCF and terminate branch with success if no variants, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:12M2120, commands:numvar=`grep -v '#' /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/12M2120/CAN/12M2120.Canary.vcf | wc -l`;                     [ -s /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/12M2120/CAN/12M2120.Canary.vcf -a $numvar -gt 0 ], seqrun:160728_M00139_0032_000000000-ATRUV, sample:12M2120, start:Mon Aug 22 11:53:44 AEST 2016, end:Mon Aug 22 11:54:06 AEST 2016, elapsed:22.218]
160822	11:54:06.06	9.255	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	12M2120	mp_splitAllele	null	Starting stage mp_splitAllele [3]	[type:STAGE_STARTED, desc:Starting stage mp_splitAllele [3], stage:mp_splitAllele, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:12M2120]
160822	11:54:07.07	9.264	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5478	mp_splitAllele	33.729	Finished stage mp_splitAllele [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [3], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5478, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5478/CAN/16M5478.Canary.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5478/CAN/16M5478.Canary.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5478, start:Mon Aug 22 11:53:33 AEST 2016, end:Mon Aug 22 11:54:07 AEST 2016, elapsed:33.729]
160822	11:54:07.07	9.265	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5478	mp_normVcf	null	Starting stage mp_normVcf [3]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [3], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5478]
160822	11:54:08.08	9.277	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5491	mp_splitAllele	34.485	Finished stage mp_splitAllele [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [3], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5491, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5491/CAN/16M5491.Canary.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5491/CAN/16M5491.Canary.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5491, start:Mon Aug 22 11:53:33 AEST 2016, end:Mon Aug 22 11:54:08 AEST 2016, elapsed:34.485]
160822	11:54:08.08	9.279	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5491	mp_normVcf	null	Starting stage mp_normVcf [3]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [3], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5491]
160822	11:54:08.08	9.287	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5228	mp_splitAllele	35.128	Finished stage mp_splitAllele [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_splitAllele [3], stage:mp_splitAllele, title:Split multi-allele VCF, author:Ken Doig, Molecular Pathology, stgdesc:Split multi-allele lines in a VCF with vcf tools (vt) , branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5228, commands:/pathology/NGS/pa_uat/PathOSHome/bin/VcfSplitMultiAllele.sh /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5228/CAN/16M5228.Canary.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5228/CAN/16M5228.Canary.ma.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5228, start:Mon Aug 22 11:53:33 AEST 2016, end:Mon Aug 22 11:54:08 AEST 2016, elapsed:35.128]
160822	11:54:08.08	9.288	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5228	mp_normVcf	null	Starting stage mp_normVcf [3]	[type:STAGE_STARTED, desc:Starting stage mp_normVcf [3], stage:mp_normVcf, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5228]
160822	11:54:09.09	9.296	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5484	mp_normVcf	35.63	Finished stage mp_normVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [3], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5484, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5484/CAN/16M5484.Canary.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5484/CAN/16M5484.Canary.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5484, start:Mon Aug 22 11:53:33 AEST 2016, end:Mon Aug 22 11:54:09 AEST 2016, elapsed:35.63]
160822	11:54:09.09	9.298	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5518	mp_runCanary	null	Starting stage mp_runCanary [3]	[type:STAGE_STARTED, desc:Starting stage mp_runCanary [3], stage:mp_runCanary, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5518]
160822	11:54:10.10	9.310	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M3404	mp_normVcf	48.334	Finished stage mp_normVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [3], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M3404, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M3404/CAN/16M3404.Canary.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M3404/CAN/16M3404.Canary.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M3404, start:Mon Aug 22 11:53:21 AEST 2016, end:Mon Aug 22 11:54:10 AEST 2016, elapsed:48.334]
160822	11:54:10.10	9.311	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M4894	mp_fastqc	null	Starting stage mp_fastqc [1]	[type:STAGE_STARTED, desc:Starting stage mp_fastqc [1], stage:mp_fastqc, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M4894]
160822	11:54:11.11	9.336	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	NTC1	mp_pileup	90.911	Finished stage mp_pileup [2]	[type:STAGE_COMPLETED, desc:Finished stage mp_pileup [2], stage:mp_pileup, title:Samtools pileup, author:Wrapper - Ken Doig, Molecular Pathology, stgdesc:Pileup for VarScan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:NTC1, commands:samtools mpileup -d 1000000 -B -f /data/reference/indexes/human/g1k_v37/picard/human_g1k_v37.fasta /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/NTC1/BAM/NTC1.cnv.bam 2> /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/NTC1/VCF/NTC1.cnv.puerr > /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/NTC1/VCF/NTC1.cnv.pu, seqrun:160728_M00139_0032_000000000-ATRUV, sample:NTC1, start:Mon Aug 22 11:52:40 AEST 2016, end:Mon Aug 22 11:54:11 AEST 2016, elapsed:90.911]
160822	11:54:11.11	9.337	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	NTC1	mp_varscan	null	Starting stage mp_varscan [2]	[type:STAGE_STARTED, desc:Starting stage mp_varscan [2], stage:mp_varscan, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:NTC1]
160822	11:54:15.15	9.405	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5487	mp_normVcf	68.527	Finished stage mp_normVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [3], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5487, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5487/CAN/16M5487.Canary.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5487/CAN/16M5487.Canary.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5487, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:15 AEST 2016, elapsed:68.527]
160822	11:54:16.16	9.410	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M4894	mp_align	null	Starting stage mp_align [2]	[type:STAGE_STARTED, desc:Starting stage mp_align [2], stage:mp_align, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M4894]
160822	11:54:16.16	9.422	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5564	mp_normVcf	69.528	Finished stage mp_normVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [3], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5564, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5564/CAN/16M5564.Canary.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5564/CAN/16M5564.Canary.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5564, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:16 AEST 2016, elapsed:69.528]
160822	11:54:17.17	9.424	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M4894	mp_runCanary	null	Starting stage mp_runCanary [3]	[type:STAGE_STARTED, desc:Starting stage mp_runCanary [3], stage:mp_runCanary, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M4894]
160822	11:54:17.17	9.428	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5039	mp_checkVcf	28.591	Finished stage mp_checkVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_checkVcf [3], stage:mp_checkVcf, title:Terminate branch of no variants, author:Ken Doig, stgdesc:Check a VCF and terminate branch with success if no variants, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5039, commands:numvar=`grep -v '#' /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5039/CAN/16M5039.Canary.vcf | wc -l`;                     [ -s /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5039/CAN/16M5039.Canary.vcf -a $numvar -gt 0 ], seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5039, start:Mon Aug 22 11:53:48 AEST 2016, end:Mon Aug 22 11:54:17 AEST 2016, elapsed:28.591]
160822	11:54:17.17	9.429	STAGE_STARTED	160728_M00139_0032_000000000-ATRUV	16M5039	mp_splitAllele	null	Starting stage mp_splitAllele [3]	[type:STAGE_STARTED, desc:Starting stage mp_splitAllele [3], stage:mp_splitAllele, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5039]
160822	11:54:17.17	9.435	STAGE_COMPLETED	160728_M00139_0032_000000000-ATRUV	16M5548	mp_normVcf	70.278	Finished stage mp_normVcf [3]	[type:STAGE_COMPLETED, desc:Finished stage mp_normVcf [3], stage:mp_normVcf, title:Normalise VCF, author:Ken Doig, Molecular Pathology, stgdesc:Normalise a VCF with Mutalyzer to conform to HGVS nomenclature and annotate, branch_sr:160728_M00139_0032_000000000-ATRUV, branch_ss:16M5548, commands:/pathology/NGS/pa_uat/PathOSHome/bin/NormaliseVcf --rdb pa_uat /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5548/CAN/16M5548.Canary.ma.vcf /pathology/NGS/Samples/Testing/160728_M00139_0032_000000000-ATRUV/16M5548/CAN/16M5548.Canary.ma.nrm.vcf, seqrun:160728_M00139_0032_000000000-ATRUV, sample:16M5548, start:Mon Aug 22 11:53:07 AEST 2016, end:Mon Aug 22 11:54:17 AEST 2016, elapsed:70.278]
